Medicamento,Nome_do_Arquivo_PDF,Doencas_CIDs,Caminho_Local,URL_Origem
metilprednisolona,270b_metilprednisolona_transplante_hepatico_pediatrico_v12.pdf,,pdfs_bmed_alto_custo\270b_metilprednisolona_transplante_hepatico_pediatrico_v12.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/270b_metilprednisolona_transplante_hepatico_pediatrico_v12.pdf
metilprednisolona,268_metilprednisolona_imunossupressaotxpulmonar_v3_12_22.pdf,,pdfs_bmed_alto_custo\268_metilprednisolona_imunossupressaotxpulmonar_v3_12_22.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/268_metilprednisolona_imunossupressaotxpulmonar_v3_12_22.pdf
metilprednisolona,272_metilprednisolona_transplante_renal_v12.pdf,,pdfs_bmed_alto_custo\272_metilprednisolona_transplante_renal_v12.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/272_metilprednisolona_transplante_renal_v12.pdf
metilprednisolona,271_metilprednisolonaimunossupressaooutrosorgaos_v3_12_22.pdf,,pdfs_bmed_alto_custo\271_metilprednisolonaimunossupressaooutrosorgaos_v3_12_22.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/271_metilprednisolonaimunossupressaooutrosorgaos_v3_12_22.pdf
metilprednisolona,lupus_v24.pdf,,pdfs_bmed_alto_custo\lupus_v24.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/lupus_v24.pdf
metilprednisolona,470_metilprednisolona_uveite_v4.pdf,,pdfs_bmed_alto_custo\470_metilprednisolona_uveite_v4.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/470_metilprednisolona_uveite_v4.pdf
metotrexato,181_metotrexato_artrite_psoriasica_v26.pdf,,pdfs_bmed_alto_custo\181_metotrexato_artrite_psoriasica_v26.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/181_metotrexato_artrite_psoriasica_v26.pdf
metotrexato,182_metotrexato_artrite_reumatoide_v24_2_.pdf,,pdfs_bmed_alto_custo\182_metotrexato_artrite_reumatoide_v24_2_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/182_metotrexato_artrite_reumatoide_v24_2_.pdf
metotrexato,183_metotrexato_dermatomiosite_v14_1_.pdf,,pdfs_bmed_alto_custo\183_metotrexato_dermatomiosite_v14_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/183_metotrexato_dermatomiosite_v14_1_.pdf
metotrexato,183b_metotrexato_crohn_v13.pdf,,pdfs_bmed_alto_custo\183b_metotrexato_crohn_v13.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/183b_metotrexato_crohn_v13.pdf
metotrexato,184_metotrexato_esclerose_sistemica_v10_1_.pdf,,pdfs_bmed_alto_custo\184_metotrexato_esclerose_sistemica_v10_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/184_metotrexato_esclerose_sistemica_v10_1_.pdf
metotrexato,185_metotrexato_espondilite_ancilosante_v18.pdf,,pdfs_bmed_alto_custo\185_metotrexato_espondilite_ancilosante_v18.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/185_metotrexato_espondilite_ancilosante_v18.pdf
metotrexato,186_metotrexato_lupus_v11.pdf,,pdfs_bmed_alto_custo\186_metotrexato_lupus_v11.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/186_metotrexato_lupus_v11.pdf
metotrexato,187_metotrexato_psoriase_v15.pdf,,pdfs_bmed_alto_custo\187_metotrexato_psoriase_v15.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/187_metotrexato_psoriase_v15.pdf
metotrexato,493_metotrexato_artrite_idiopatica_v9.pdf,,pdfs_bmed_alto_custo\493_metotrexato_artrite_idiopatica_v9.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/493_metotrexato_artrite_idiopatica_v9.pdf
micofenolato de mofetila,188_micofenolato_mofetila__imunotransplante_cardiaco_v10.pdf,,pdfs_bmed_alto_custo\188_micofenolato_mofetila__imunotransplante_cardiaco_v10.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/188_micofenolato_mofetila__imunotransplante_cardiaco_v10.pdf
micofenolato de mofetila,285_micofenolato_mofetila_transplante_hepatico_adulto_v6_06-25_1_.pdf,,pdfs_bmed_alto_custo\285_micofenolato_mofetila_transplante_hepatico_adulto_v6_06-25_1_.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/285_micofenolato_mofetila_transplante_hepatico_adulto_v6_06-25_1_.pdf
micofenolato de mofetila,190_micofenolato_mofetila_transplante_hepatico_pediatria_v10_06-25_1_.pdf,,pdfs_bmed_alto_custo\190_micofenolato_mofetila_transplante_hepatico_pediatria_v10_06-25_1_.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/190_micofenolato_mofetila_transplante_hepatico_pediatria_v10_06-25_1_.pdf
micofenolato de mofetila,191_micofenolato_mofetila_transplante_renal_v9.pdf,,pdfs_bmed_alto_custo\191_micofenolato_mofetila_transplante_renal_v9.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/191_micofenolato_mofetila_transplante_renal_v9.pdf
micofenolato de mofetila,523_micofenolato_de_mofetila_lupus_v9_06-25_1_.pdf,,pdfs_bmed_alto_custo\523_micofenolato_de_mofetila_lupus_v9_06-25_1_.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/523_micofenolato_de_mofetila_lupus_v9_06-25_1_.pdf
micofenolato de sódio,192_micofenolato_sodio_transplante_cardiaco_v7_1_.pdf,,pdfs_bmed_alto_custo\192_micofenolato_sodio_transplante_cardiaco_v7_1_.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/192_micofenolato_sodio_transplante_cardiaco_v7_1_.pdf
micofenolato de sódio,286_micofenolato_sodio_transplante_hepatico_adulto_v5_pe_06-25_1_.pdf,,pdfs_bmed_alto_custo\286_micofenolato_sodio_transplante_hepatico_adulto_v5_pe_06-25_1_.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/286_micofenolato_sodio_transplante_hepatico_adulto_v5_pe_06-25_1_.pdf
micofenolato de sódio,194_micofenolato_sodio_transplante_hepatico_pediatria_v9_06-25_1_.pdf,,pdfs_bmed_alto_custo\194_micofenolato_sodio_transplante_hepatico_pediatria_v9_06-25_1_.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/194_micofenolato_sodio_transplante_hepatico_pediatria_v9_06-25_1_.pdf
micofenolato de sódio,195_micofenolato_sodio_transplante_renal_v8.pdf,,pdfs_bmed_alto_custo\195_micofenolato_sodio_transplante_renal_v8.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/195_micofenolato_sodio_transplante_renal_v8.pdf
miglustate,196_miglustate_gaucher_v21_1_.pdf,,pdfs_bmed_alto_custo\196_miglustate_gaucher_v21_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/196_miglustate_gaucher_v21_1_.pdf
morfina,197_morfina_dor_v19_1_.pdf,,pdfs_bmed_alto_custo\197_morfina_dor_v19_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/197_morfina_dor_v19_1_.pdf
naproxeno,273_naproxeno_artrite_psoriasica_v5_3_.pdf,,pdfs_bmed_alto_custo\273_naproxeno_artrite_psoriasica_v5_3_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/273_naproxeno_artrite_psoriasica_v5_3_.pdf
naproxeno,198_naproxeno_artrite_reumatoide_v24.pdf,,pdfs_bmed_alto_custo\198_naproxeno_artrite_reumatoide_v24.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/198_naproxeno_artrite_reumatoide_v24.pdf
naproxeno,199_naproxeno_espondilite_v14_1_.pdf,,pdfs_bmed_alto_custo\199_naproxeno_espondilite_v14_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/199_naproxeno_espondilite_v14_1_.pdf
naproxeno,491_naproxeno_artrite_idiopatica_juvenil_v8.pdf,,pdfs_bmed_alto_custo\491_naproxeno_artrite_idiopatica_juvenil_v8.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/491_naproxeno_artrite_idiopatica_juvenil_v8.pdf
naproxeno,naproxeno_dor_v5_1_.pdf,,pdfs_bmed_alto_custo\naproxeno_dor_v5_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/naproxeno_dor_v5_1_.pdf
natalizumabe,200_natalizumabe_esclerose_multipla_v20.pdf,,pdfs_bmed_alto_custo\200_natalizumabe_esclerose_multipla_v20.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/200_natalizumabe_esclerose_multipla_v20.pdf
nusinersena,516_nusinersena_ame_tipo1_v8_06-25_1_.pdf,,pdfs_bmed_alto_custo\516_nusinersena_ame_tipo1_v8_06-25_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-dos-componentes-da-assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/protocolos-clinicos-e-diretrizes-terapeuticas-do-ministerio-da-saude/516_nusinersena_ame_tipo1_v8_06-25_1_.pdf
nusinersena,516_nusinersena_ame_tipo_2_v5_06-25_1_.pdf,,pdfs_bmed_alto_custo\516_nusinersena_ame_tipo_2_v5_06-25_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/516_nusinersena_ame_tipo_2_v5_06-25_1_.pdf
octreotida,201_octreotida_acromegalia_v20_1_.pdf,,pdfs_bmed_alto_custo\201_octreotida_acromegalia_v20_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/201_octreotida_acromegalia_v20_1_.pdf
olanzapina,202_olanzapina_esquizofrenia_v16_06-25.pdf,,pdfs_bmed_alto_custo\202_olanzapina_esquizofrenia_v16_06-25.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/202_olanzapina_esquizofrenia_v16_06-25.pdf
olanzapina,262_olanzapina_transtorno_afetivo_v11_06-25_3_.pdf,,pdfs_bmed_alto_custo\262_olanzapina_transtorno_afetivo_v11_06-25_3_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/262_olanzapina_transtorno_afetivo_v11_06-25_3_.pdf
olanzapina,203_olanzapina_transtorno_esquizoafetivo_v14_11-24_2.pdf,,pdfs_bmed_alto_custo\203_olanzapina_transtorno_esquizoafetivo_v14_11-24_2.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/203_olanzapina_transtorno_esquizoafetivo_v14_11-24_2.pdf
pamidronato,204_pamidronato_osteoporose_v4_1_.pdf,,pdfs_bmed_alto_custo\204_pamidronato_osteoporose_v4_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/204_pamidronato_osteoporose_v4_1_.pdf
pancreatina,205_pancreatina_fibrose_cistica_v10_06-25_2_.pdf,,pdfs_bmed_alto_custo\205_pancreatina_fibrose_cistica_v10_06-25_2_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/205_pancreatina_fibrose_cistica_v10_06-25_2_.pdf
pancreatina,206_pancreatina_insuficiencia_pancreatica_v13_06-25_1_.pdf,,pdfs_bmed_alto_custo\206_pancreatina_insuficiencia_pancreatica_v13_06-25_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/206_pancreatina_insuficiencia_pancreatica_v13_06-25_1_.pdf
paricalcitol,paricalcitol_disturbio_mineral_osseo_v8_1_.pdf,,pdfs_bmed_alto_custo\paricalcitol_disturbio_mineral_osseo_v8_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/paricalcitol_disturbio_mineral_osseo_v8_1_.pdf
penicilamina,207_penicilamina_wilson_v9_06-25_2_.pdf,,pdfs_bmed_alto_custo\207_penicilamina_wilson_v9_06-25_2_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/207_penicilamina_wilson_v9_06-25_2_.pdf
piridostigmina,210_piridostigmina_miastenia_gravis_v14.pdf,,pdfs_bmed_alto_custo\210_piridostigmina_miastenia_gravis_v14.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/210_piridostigmina_miastenia_gravis_v14.pdf
pramipexol,211_pramipexol_parkinson_v13_09-24_2.pdf,,pdfs_bmed_alto_custo\211_pramipexol_parkinson_v13_09-24_2.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/211_pramipexol_parkinson_v13_09-24_2.pdf
pravastatina,212_pravastatina_dislipidemia_v15_2_.pdf,,pdfs_bmed_alto_custo\212_pravastatina_dislipidemia_v15_2_.pdf,https://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/212_pravastatina_dislipidemia_v15_2_.pdf
primidona,213_primidona_epilepsia_v13_1_.pdf,,pdfs_bmed_alto_custo\213_primidona_epilepsia_v13_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/213_primidona_epilepsia_v13_1_.pdf
quetiapina,214_quetiapina_esquizofrenia_v17.pdf,,pdfs_bmed_alto_custo\214_quetiapina_esquizofrenia_v17.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/214_quetiapina_esquizofrenia_v17.pdf
quetiapina,263_quetiapina_transtorno_afetivo_v12.pdf,,pdfs_bmed_alto_custo\263_quetiapina_transtorno_afetivo_v12.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/263_quetiapina_transtorno_afetivo_v12.pdf
quetiapina,215_quetiapina_transtorno_esquizo_afetivo_v11.pdf,,pdfs_bmed_alto_custo\215_quetiapina_transtorno_esquizo_afetivo_v11.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/215_quetiapina_transtorno_esquizo_afetivo_v11.pdf
raloxifeno,216_raloxifeno_osteoporose_v9_1_.pdf,,pdfs_bmed_alto_custo\216_raloxifeno_osteoporose_v9_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/216_raloxifeno_osteoporose_v9_1_.pdf
rasagilina,471_rasagilina_parkinson_v5_1_.pdf,,pdfs_bmed_alto_custo\471_rasagilina_parkinson_v5_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/471_rasagilina_parkinson_v5_1_.pdf
riluzol,218_riluzol_esclerose_lateral_v4.pdf,,pdfs_bmed_alto_custo\218_riluzol_esclerose_lateral_v4.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/218_riluzol_esclerose_lateral_v4.pdf
risdiplam,523_risdiplam_ame_tipo_i_v3.pdf,,pdfs_bmed_alto_custo\523_risdiplam_ame_tipo_i_v3.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-dos-componentes-da-assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/protocolos-clinicos-e-diretrizes-terapeuticas-do-ministerio-da-saude/523_risdiplam_ame_tipo_i_v3.pdf
risdiplam,523_risdiplam_ame_tipo_ii_v3.pdf,,pdfs_bmed_alto_custo\523_risdiplam_ame_tipo_ii_v3.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-dos-componentes-da-assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/protocolos-clinicos-e-diretrizes-terapeuticas-do-ministerio-da-saude/523_risdiplam_ame_tipo_ii_v3.pdf
risedronato,472_risedronato_paget_v7_1_.pdf,,pdfs_bmed_alto_custo\472_risedronato_paget_v7_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/472_risedronato_paget_v7_1_.pdf
risedronato,219_risedronato_osteoporose_v4_1_.pdf,,pdfs_bmed_alto_custo\219_risedronato_osteoporose_v4_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/219_risedronato_osteoporose_v4_1_.pdf
risperidona,265_risperidona_autismo_v3_1_.pdf,,pdfs_bmed_alto_custo\265_risperidona_autismo_v3_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/265_risperidona_autismo_v3_1_.pdf
risperidona,220_risperidona_esquizofrenia_v20.pdf,,pdfs_bmed_alto_custo\220_risperidona_esquizofrenia_v20.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/220_risperidona_esquizofrenia_v20.pdf
risperidona,264_risperidona_bipolar_v14_1_.pdf,,pdfs_bmed_alto_custo\264_risperidona_bipolar_v14_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/264_risperidona_bipolar_v14_1_.pdf
risperidona,221_risperidona_transtorno_esquizoafetivo_v_11-24.pdf,,pdfs_bmed_alto_custo\221_risperidona_transtorno_esquizoafetivo_v_11-24.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/221_risperidona_transtorno_esquizoafetivo_v_11-24.pdf
rituximabe,222_rituximabe_artrite_reumatoide_v31.pdf,,pdfs_bmed_alto_custo\222_rituximabe_artrite_reumatoide_v31.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/222_rituximabe_artrite_reumatoide_v31.pdf
rituximabe,rituximabe_-_vasculite_v2_2_.pdf,,pdfs_bmed_alto_custo\rituximabe_-_vasculite_v2_2_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/rituximabe_-_vasculite_v2_2_.pdf
rivastigmina,223_rivastigmina_alzheimer_v23.pdf,,pdfs_bmed_alto_custo\223_rivastigmina_alzheimer_v23.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/223_rivastigmina_alzheimer_v23.pdf
rivastigmina,rivastigmina_parkinson_v2.pdf,,pdfs_bmed_alto_custo\rivastigmina_parkinson_v2.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/rivastigmina_parkinson_v2.pdf
sacarato de hidróxido férrico,224_sachidroxferrico_anemia__v3.pdf,,pdfs_bmed_alto_custo\224_sachidroxferrico_anemia__v3.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/224_sachidroxferrico_anemia__v3.pdf
sapropterina,469_dicloridrato_de_sapropterina_fenilcetonuria_v4.pdf,,pdfs_bmed_alto_custo\469_dicloridrato_de_sapropterina_fenilcetonuria_v4.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/469_dicloridrato_de_sapropterina_fenilcetonuria_v4.pdf
secuquinumabe,320_secuquinumabe_artrite_psoriasica_v5.pdf,,pdfs_bmed_alto_custo\320_secuquinumabe_artrite_psoriasica_v5.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/320_secuquinumabe_artrite_psoriasica_v5.pdf
